PropertyID;PhenotypeID;PropValue
580510;30699419;1NVZcWnkxGu8anG8UrzMNXhzPZ5eFXvPSn
398666;82059726;1KCLLPJzjFdTxSkx6dpPAGQUyotWYiEoAe
594754;97444364;149q1hipzsmJ5t67Byxp2y5VWAmfNNm3tR
411767;4637138;1Dc27Fyu9EcoGAPTyAzMN5SJ1qebH1qAM8
233176;30393581;1254DUmQh7hnCE1zQ7MR6TGqP3RngGUTtb
649989;84059324;1LCny55wVUmX3BwyM1mQd19dnp7AqG78jK
554783;82312347;1Q8zdjgXLDhTAuYEU5CmK1tsoBM7LdtaPo
233176;98797541;1ENwjUC7YZDo2ScDU1VmUFYHj1s1PbwypX
243116;43990753;1BfxhJgCuxM9TcuRg16XweGApEinV429Wn
607711;70636470;1JJfYLLrvX69CH4c27iqNoE6LKmBHoUL6C
276770;56631042;1FdnR3uft8gkNey9hZQQZrGX98VpXx9Gbv
327451;12266609;1HWF1eQ3qZvvk1UjTM3oBdhjqvyrxGA8Re
661149;85692560;1MwhQgidU52Z467ZmV3xotnGCMT2d48WgV
671497;26505387;1DjAnTNTvHJwdVo3TUBUqv15gMzkkFbrH5
683833;59368252;1omaYtRUBsR4qk6qoFHeyS6vN4aY5xKyq
205624;10779488;1AbajX7J2vWtWRSqoY9g7y6RV8RkK7QnxL
331865;31971446;16nFeSwm76A6MEnwCTZn1ofZJ4kZBwowRb
331966;42891006;137XraAmdNLR4BKCcMe3q6vK3VhVs8UYdy
472594;5013545;1Juwq376RwKKZi4jojmcXg4VxpFEfPmePj
244248;20503400;1EMQkxEKitTuq82UubcQoS8erAcvY7M3xU
355393;51114497;15epw3qDfcjbQ1rJWdM22ryqCYxgLgeBcD
262685;93883477;1ATg5fC4qqQd8QnWwupJyaKqH2pwftpctD
256826;69466842;1HgC7SkwQ5JVeoodTFB3zqfgnZE8aFoEiA
200094;31706329;18vorvECFsHrqmrguPiNvxyYZV52jQhNpT
251930;89377548;1JXPfLfkDEEPG44AdxhUie4w3EhyYKxETL
533748;58023014;1F3dyiyZKDES8kPDJHrWnafHsqJnZ7QbS9
278825;16372195;16GdU2Xbyfa8d3BCfPjYDbfev4WHNmEgk1
544305;37778872;13JDZARNW7cy95vKDnSJSjPGbPMbzbqNwD
347931;33924088;19mUehG3AFCNU83hm3swFXhpSNhVhNz7SD
581796;47404878;1PgxRC8vP7BSyjaGn55g1KDQZWNHYwxu2j
323124;68172205;1HDUuc9JHA8R6A4S5GdMAPXS2UXg2kiR3r
238820;94788842;1HmS9mLnfrFDv6dhiJhtt5qwW1Eo9JVa8Y
283174;4007022;1Q27GfSz89YxNSNYU9aZWbBcV4AMCNSpsj
654312;35770425;1A83YVTgapPorrjTaX35XHvSRX6DsWcYjp
409119;42416975;1C3YLqvfKBihBWYFfzcawbar5MEN1w6ZTj
318040;88527969;154kYeqrXwTzWPXXKKLZV7GbhAwURbkW5B
330012;79051833;1Hc2knVVofwwH3oGtJsLriJdWF9yiJyidL
351696;56047243;1C3hLScf89UvaneGoNbViDdj97yzrgtN2Q
227635;85692560;1NCj7FJZj7oXvgRwdSqX4pUAzxYMYRmtKw
694174;28720844;1H7c6EUCUY5mapGDC6XQ8xuPru46BhxcUZ
459019;78168271;1KAdqXHHTpW9Yp3BoA7tkhugUrJHBvPZWw
413869;47343258;1L4hYaaUkUrP25xFTbPyyYJw1WoxDK1eQv
549439;30540821;1G8yezNyvPT9U9zdPwJNb78CnaNT3MKiCi
362149;48580893;16NcgMn2hqgVHQ69EV1CmZbUScycGeXx78
550937;99994701;19zR92LpzuYFcXnAb1QhxRyZyu7TMF2RS9
308141;82735533;16TCeZK1pk5ikqnv9EEjcSJ6VQejAqz2uK
443884;47977030;1JxsdANWP1rbXCWgxevG8i6hCyJd3GKhbE
509193;62901672;1ARD1QB8YrvSGEU2ywX2qaC6jDKZgYDfF2
419657;34746969;1Dvs8NMhpDLizm8em4H4xFU5qxBXZyP35v
475313;8250238;17e4NjdNeehQUhaRK2iw6DTTUcYzP5NeYz
423863;16720935;13kzZcAMhE9cqe9sZ98QK4sRrCp5y14wT3
641139;68761604;1EVgS6mPaimzomNGmwDToJK9WPHKukT7ni
421059;44033163;1Mb4YxsEb5zGkt5giLWLH92qCAY6NbArAY
553539;78493699;1KszkA27Q3pkVdw7qzxmLvPqsiigNDS1dV
600163;76339899;12DXC7Qv99qbAHB1684tgmwETyQCRS8fXi
559128;37570516;1HQCpASb7iLGmRFdGUsJc7JkZ3rdG7jBzt
307677;50826611;1DQksKQaMRTUHmBHRFBUH53hNRY2Sa9trG
211487;90832476;1C9hZcRGQWBFCWqFaKNsbFCdgKjbcpUTDs
613859;26328519;14BZNA5zEf7eZvNJZzVcvrbahJq5dVQRLf
443872;13312260;15tjiUrACiuf8rh4DfQH7XQWFdo3Sfy24C
232908;56438011;12gt1Q6zytdXBoAFfjBy5kbU5kk5fHbASw
275755;71138349;12C49JLhr8wYV3Jzv7LWDhMgfTDvmit11a
316842;9327576;1DfPoLypDPpiZuz9VY1SkhbnHQ2GmoBb63
423121;64938244;1J6zM4oop8c6Vip6eM7HLqLRPsk5QqvvCS
364941;47343258;18sX88JbzmpTNy9XNPUmAmowGmXKp9cFbm
535243;49781839;1ExsXguYjb32nUeC2mqXoicW5n7PjEeNvS
495759;49799297;1CiuEEbd8wH57vsXEHDZygL96587zRf9j9
401597;10206726;15SmytWnCeGuEtEKGXa6o32qkg3V8LXY9V
571641;97752836;15jPAd1ahZjqTLMBujVXHTc6xn54aJqwJ7
490308;82978845;18LcWWXcynFZycCGKvP6gWpMvhBPJZKZZ7
274370;49723140;17pQ6iQ5fdHDC2o8XEtZAGxPKmoaAcH9XS
453737;16372195;18g8dTf9b63ayKT9k3GPoykv885mJN9SPj
503331;83578758;1CLzKkJDZKVCheA4goxKNEQS5zK5nLeThB
211264;26479533;17rVPjEwMd3FUPJdVzumU3vZxCGiNmZAoj
306621;83948955;19QpBwGj2k2GT4VwkYUHSyDbTCZF6D5Edx
285443;85088386;14vV7gv37zkgwicfsRVKRd85v9oV7KsiuQ
362149;75695762;1FDoPi6eAhEeUtRswUAvvwYZAf6sD9TiRc
300369;20366334;12U4D9ff71gQ15xcY1jJ9YMRyBvFq5dhrg
585832;27567365;1FTSH3efvXkkXpFmRETHZizjyLMo5svZne
566488;97189872;1Ks51fnbchuWCqAnsCW3SXYCNDo7WtLnuS
318040;94788842;1HaRV81jw8YWJSHmYEikD4oEkdeXWbLBLC
647304;1575900;113U82GHmJnHV8kyqETqR2YwFeyqgBZs13
250561;15545578;19RsdH9PQxnCPXm3wm7QUN23NRpeT3ZHcB
632381;30540821;139M9DaH2JsDtABvpxNJfwkLvU9XPffCPX
498259;90462014;1AYMM52qNoDpxo7RNeeRs29ZNvETFy5mWr
389571;95772550;1GuMuHpTjNzkHyGcVWAT5vZQTWFQa6vZBB
649989;44946889;1FKKDYRh7NWJwBmqQbhpxGC9PhzuV69qBA
275755;71931393;1JHSEgoaDEXJcw3dgt7748XTK6UdDjKFQ5
484033;69071528;16a3NTABHsd9fWCk7mgzSAQ4815HoaWxp8
290435;16056197;1Lx6zEtbq3AFwtjfKZxHkcyegAedBw8Tb9
364941;52875660;1FEFRUkTv8mTRV66TBFJua4WkatXv4wgkc
220534;85413754;16gLg5nb7SQDp2KqRBrn4bsWcZu1xmPDWq
552979;78692988;1EtqT7ranRciXhM5NCorQQNTFfrAXFr45P
460453;45750508;16rBWMf17jCXXACgg9hEYTdjK5J5zWLNQ
428561;2574238;1TTzbg96qJ2Rxm4qypjMjrP2WaFHManC4
490105;65676564;1CUu6aJfebkgujbkVG4DCSwkrUW9FrUixF
316923;94979075;17XRah87d6SbEq9pHPyfVL38L88gZraBvK
630839;2058383;155EMZdhXvShoauCtm9WMUpYWYzL1ETEVJ
522132;71300261;1CTe2gonc8ATj9w9ZxTe4GgHqaVcrjTKBD
393853;8594645;18tXsU4iec98c8KCqpSmphask93mfxvASi
624272;77167969;1EEGzHfZq6oKbeV91A8EPEKV1SemhjX3YB
447815;98759780;12YxNy9nRLdfAtaBWwDTgQ5AgGyHJAbumj
582451;48513836;12egSuTG1WG9py8QjSG1xBUE4BCQ3RDfud
238942;97354139;1K72HHviaELTXrgstvvEaXaKgpxZcb4xMt
615301;50586126;142YnWKZkGC5hCpUg9VYP7hq3KMEYsCzcc
546390;16613978;1MAs1zjzc4cSz1Mn8v37ddV4FZecUBSd1n
532959;61733127;17YesojdD1xCjTqTcTxkPsVkNQu6tMHpjV
667204;50267090;1P54hz39yk8bkvU6wrmXfqR6ZPpkPydQKD
484033;77188692;1Nudbr4GvRa3hgo8VaoYBk5Q6XpE5paarM
576697;40783664;18MQjFAuhdPNoCu2YRQXcq5JC2oojkwJ63
394431;57556581;16Pcx4eHXecYrkGwzuKB9DZ7FEVHS1AGhX
640293;64185484;129rmu7tFSaFdaMzKre9kp9GaQxUqF1V8v
347931;98533690;1KXDhDNMYod1yUJhW5MefvUWvJoaq6xucQ
205624;36798225;1BjibFSzEKqumwMsULUTFhR9unsTDwGz2n
262768;9273519;1PnpVkEzZnqP3Dx8adbTaN6NP7GS2zpEjL
275517;56682334;1AuozX2KYTzU7gxduCxnHc61VDVsPav9sY
477108;94213981;1BiGTFjExaccNo461oNeGCGs1n1grJV9uY
545363;46418896;1EwQKiGZgSCkCHGDzRoyYc8558RxhKBL3S
426310;62672072;1DWbfyQBjemo5eEGFVFryXJcXuBH6JQUtT
292773;46932317;1QABsaTs8S6G5eaQGMQyg6dTW2E2p2v8HL
299186;89544637;1Yx7eX3gKvMm2AE1bfMCrPrXVw8Nxfe7B
244512;88122342;1GMCDpEftA6R94TgRWhrrrgJgdveGNMt57
551336;8826042;12g9WUA4j4sQ8ytPfmdaPn212ZKSqFeTKJ
208930;9273519;1EvqgvJjWySUMcV7vfVDweWNTAHDML4wWu
297136;80609190;1NfU52uNUf53nuStVBfuKsZnLa8FH2WhgR
454147;20668619;1GaQ9cZLQRYEQiFUXvJ8LL1nVVSDX7Tos8
367670;83652009;1KCkB2WnS68odzF6sYxEV4eZLz4DYF4Xda
478795;68185284;13dxxAfRfpFXF5gq7rrwhJircgtV9y9uep
502728;40783664;1J9tKHmHPwU6SP45e6eSfRJ3JNTSX9iFYL
273696;51832436;1LXDoJW5jnxZ8zb4QDq3M2bzUXf6bjm8B4
634096;28740086;13SNgFFM1fFLgzLe4uto2FUS2synDqFHMc
346390;39080071;1Atc3WjwWjo2gvUfytbR4kc49cbtb1wR66
352402;73191115;15QsodPqQP45ury74dpXQzRKtCvyyLfc54
290702;54356705;1D5XUFteNaFuXFdqBtoAPZyMsqPCQXejr9
432553;35205079;1Po2tX4xG7Z11JxczXdLVdsvwPwqvwBzRj
258450;9781898;1NDmjgZbD1J3dUZmpxdBVdH6yiKkZDurjX
407210;67745201;1E6Tr8LLsYcZZ7panyXFssJwarz81XmBeK
380806;11155524;1KjqtQin3rZVL878KnNqjvCddWrUMP9Qjp
437958;42129353;1A7m2XWtYshBJWpu1smzxWghjy5nwbiKbT
442158;39080071;1AzooJU3zzaNoHVWt3DEkVAdkToZq7bXyW
406604;76339899;1MzTPCT26dTVZZGZxHhP4bsLznsQW59aZz
397350;6917526;1Jyph1sLcZVhPTvamSzk8wwD69i9vyLdP9
293947;40193968;173YXEYWt2WyzCf4ySgsAQs6J8qxbmfBU
376935;48580893;1HmqeHpBGU9UtPq8dE7SU4jjQn5S19fSdZ
559670;97646915;16LY5g9yb2RHoLezWAP6eDKTXkqfGigzDW
353647;39643235;1PwLmshtpuPvyEyUrGTFp1XZEyxXDeqpwL
292303;62096981;1DDcZcUrnDPsMPPwn6WGZ9zVCkwXLm2Mrc
405623;39473332;1Q2nbVTnY3WSeGGYtL7o1TfTpBDeDdmBf4
647663;37570516;1BBSm8EPNSkEAAeXSjTW8JhJ9wdqjKYUeh
663128;10734403;1iSddXAy89VWfYnfB2T4qmLs6noXBV63t
523296;45563770;14MsarVnFtbTmukfRY1TCTNPfGQ6RxcfXN
280728;37138825;1mu3QTDqntiZBKntrb7QYMAQTuz4AYPER
593975;18000705;14JuqHURfywWTRmN9espdGxVauTy3t35TG
300741;24262293;1Lc3iciuPs5LGqrHTwrPcZXHz9to4N1swt
683422;82157222;1K79XWABtykvBoQTF5EEJuPWEeMFDtnr3L
573420;67667953;17xYHFZk1v2ag2PD22zxgZzjE1nxbCrAPu
585651;10883487;1NvBnxYjfjMBnWsMGEKpb6kf8AzDiVKtiU
361971;81627037;14NucVHYA71sZWX6up86Ej48uumgFh9s6i
391099;80626157;1BF2ph5Mx6aaSPYjxqevtfkoHmu8CxAfUA
678724;34321504;1Kb2cbBcVbLrdwMfbZWfA33otDoc5ByK8J
484093;97189872;1GmN5WoFxT9gtDEjJH7DKK6r7Wjk2SkWmq
350333;98331265;16zYCnZuPojLHtAtDZkxpXW5T91i3nvVof
510318;56566144;15TNDRUZ55RQGwbePg83bDpSyNKRjPPA5S
547966;12629399;16hxXQtZpWCDxSfTBsXCyB1Abm9cFehFUP
501410;89733381;12Kkn7Ms4MZFFnP8ptDYbMSCRgvazKhCcG
582451;20242244;12HEWtfVJsLHqyv8EZukgWRd5RcvfKmsMP
392561;27550183;1Feg29bwvST29pjshHuvNW2imWdRjXCKNy
377064;19468788;1PHy7Cd9MS4dAfGPzP3woaifoyLLJ8KviY
399234;37877141;1PzjEdZK7erspov8qA3SpXLS7reucCHmkD
588142;62768460;17HKXGxdvtLpgTeDEMKxWBUTEjRMyCTrdt
493920;13563239;16LAAUMLXRBsZcci6po3Sd1r1eZwGr66v7
464608;43829472;1AdDmAGmAbAELaJCNjZixARF13Sun25RXQ
272410;95772550;1RTdvZubrPvYBVwnArZpmeErjcGbvYU7c
243116;71300261;1KvULZprhaYZig7RhNaip3iM9fm5YzhYSr
503331;71138349;1CWBguW8SSrt2DvuMAoxCLSnMtWExp3jCE
244512;45451618;1KYcfLwQvsTMrPgKx7LCtbWiDq2Agw9K2u
504907;22026295;14GxM1xgqY9Rz34hM2oRuCqUc3kySGJ5mB
581796;21767408;1KSN8fZxvz2XTPQjFrCAq5wq4EpRgtW7ax
548203;90323651;17n6gK8ENX177u6EgDzML5Fbhp7YAabcvE
557601;81661455;1PtQvqHDdeMRxLz8J9nKjdSqvo5YQE7miy
269465;39364193;1DYjadyGAcGG5gNv7kGpTaQRBuMYDK33EN
585551;52974640;1PXvemWZkdqt6F8jVUFm6xidQWfd4q7LfE
669587;4798696;1Fg8K6zmeGXnN5qxpU8421eQZMmt6mujfF
314356;64251929;1KfNWsyAuvm4bhm2jz8noCRLXZ46ZRB3sF
290412;16449714;1GQxUC698gdPBfS13BaHxqgw17ZJAYXBBj
404337;20923901;14EsKLanb9ZAgU5KRjGciD1SiET2YnhUU7
460453;63386886;1CTCf9WBgSZJeWq5sHmb8FdFLTZQTBirX8
697050;98473553;16daiMPC4qwwg1WGwDRNfkTBReDVa9x1cR
383818;42416975;1DaAZNPUPVZWnaXY5sghrGaCyhb9kaPTMT
389571;99745741;1YHZLwXwCdswrFa6HsWu2yqc2mnVBbNZw
517223;33149771;1DitN7yBWD6bVkXSxkQZUso2X5eXzXxTbk
443458;37138825;1Mtky4r7PRGhGwwHfujQ7v5X6oc5e1x4jN
394431;22425197;125nDU68yt1MRAFDjGE8FfwYyvPmVHPz9u
688968;48580893;1AWFfqKY2ZoteSEgRDdCz3reDHTbyHByxA
272857;62768460;1C5mzsZJE3RmARwzujrBP48wAXGJnUMN5f
612077;31971446;1FAbqdepTz4oHFgpNbJ8s4esHsag92fwpA
471974;20158802;13ZSibuk8duSY3vYTyNLExGHEq4THcr3xG
303750;88012661;1Cm4hpZpeXicVJ8V2KT7EyeTypRPB4R3kw
212589;7412763;1HSfe8oDU3FQa82pN8vUQjbFPiDaAgZiEf
394574;37991046;19PecgSzSZ5oWdmCkrtANGfK3vEmktWJeC
291053;67645201;1HeyEhQJpoczuhxGzStMZibLg1sN6NFWN4
301370;40852475;19tqmKYxoPXUEjbWgHNhGJjyS5D1YQQy9s
336110;40043824;1He8HDBxQffzszYFgGM4kKzQGVCSoFy4Xt
314552;5795017;1fcNqhoxykn6UiyBEnYjMyoZtX4fguVAH
300603;57335200;1BewABBmRW6stkmBzAmqne37SbiZpQgq6m
264400;51832436;1CVEAR2VQxmpfy3J8T31BfZGhzL8oMaAKU
431052;59471823;1A2zjosbZggzxDut7AWqWN45jQMGRFyMXK
388956;34321504;1ENc6Myi73DFMJivSZsRYzGxLCimT2CHGS
292303;78300811;1D4K33UXGbBkedUVwf28YdndyjiXiqeYW8
561492;90110001;15FG3XbXdqUavcjpph2S2i6iRHTSNmBkZY
565949;45427966;1JwqaHY5ukKFoJAu344aTrx79Augy2RKJN
509193;22359738;18TBxnZieK56KQmkzb96yy7QNzKtMP2hjV
574704;89615127;1Jgqxo1kmUWXDJ4bDwd6psWnnNHL98u3Be
220785;60854920;1GeaRnVN85FVBwFicpQyERptZ8MgFpp8se
264400;31284433;18eBD4JEJVsXHozFvkjaZrieKA6kmFsfpa
245583;31770034;1CyjLrS4Xo9rBw8ZtJCvp6oDNFg7o5hcFn
347189;72570355;1B2jU1nuScLY91bhWqEKuoPzKZAuaojGVH
616251;91014471;1Aish4YVYm8BNY7BRR5FnU9HJ5JEx3orTW
220119;39651254;17QcUpXhCFAz1RWoUA7AZfPDejUN2GNBfQ
409119;63464032;1FNhFKPat8JmqA3gbSVzK4U5uwvhmWvijg
552833;76516483;15HwCennuDPDn7ZtChC55VE3Pqvd6mZFnc
665194;4415893;1J6r5w4T2UNGXkUc7w5fqQY5Ed4EmNaeHt
383786;59992756;1P2aE5czJSgZP4xJRjh4uC4wciCVc4F8Aa
554325;2386464;15GwCBiN31YCNBhnXsfthYKeAoPC337X8X
551803;68172205;14zLojhTA9k6CCPvwyCn46C3SrsXHGcVVA
292773;82045910;14Ndv3WqZgJDvYA3jERmD3iYoR3MvzwemS
663128;49457118;1My9LgQyvyTUxjZQHiqu1YcDeevsjXtvn6
212589;72854193;1ACkfP6iR5FuUZs1UnuxjteNoDbcRwMHMp
674300;59524116;1H1n3E3U4xb5awEg7yq43P4VMiXXTCC4hh
472594;25560936;1C6xTAn9SaNczXCkkZVa6Rsjgu4UKxbM3y
248558;64938244;1CEWquCTvu4V2Q58YFvB8XuucxPUyMGsoH
340392;47404878;1KBj367QFBFhrxTUUS1F8fX8jou8sMiDA9
489602;54192036;1Lik8x82MBJsWUC4eyLJ7zasyyuAcQ1fUD
547966;50773731;1J3U49e7uMoPxZvXnkswhcyvU5fQsNAQhg
574642;67309785;19FfbJfU7aMUtpS7p7dVEd7cvascepcGkT
269465;11705467;1KYFruay4gixQY4revdEPAHVHxqZBfJwQz
606123;49596396;1GBYAT61r16Am72d2E9AopuduHZkrQVXzA
399234;13410543;1KSje34P3DYL82eyXPJkseWG4cTr71bUHv
503894;62147604;1ExJobnQurJ5bLdnq4J44yZbTesfRPDbJP
253431;46094483;1MaveRCJ9eamgnNCagEZyxm72DZTRPnkGu
515405;43804805;1BJpAZeoRoK5oFBExk3tC4aWCKCs94K4st
219844;39651254;19M392zayAQGbufQD6xeFqPhLd2CuncNvW
635542;4932504;1LgnzdaNP5KjC34KLu2s2JzCJhD2YtWMFH
447473;93787661;1EFiBPPHPYoYN24SDUZKpWvPmvTddJCt5K
327451;69511056;1DeECLkBqFpbsqYSNqSEtGocRVmYzgpgQz
221987;42506697;14NnPrwNafziuyChMsDFQxe1BFr8rbHRKs
545363;10975118;1FJRUr7D1A5qgfn1J62M9zQXyQvEqEa1hS
645936;65720675;16Z65MXetoTZud7JNnzcNXTkp8EPF4c3PC
251930;83795173;185b8sQV2kSyswBeb5hWJsE5Z214ZSbK1S
612077;92329877;1xtYvEUAu7Kt7FgcnzSTR6Ey73Q8SShXy
422382;5013545;1Hjuthgzw7uYHXQRgj7aRgfSmVDG9wMMKN
657996;45172043;15K9wHprwBAKwoJtfhUKK6YfkRMsDtxs5r
227635;23675378;1NJS7FdBqPggForvvvm6hNvfwSUDYswNNd
661100;87967224;1Km5Ja7vR17946R8pLjyBmkVciShECfuT4
369266;32099150;16624gKkwPYLzzMD93tc3eWE6ajev6eeih
212537;43813594;1PtKCv2coTHV1eXKiTh44UcoV16XMY6AwF
418540;92562698;13vjhr9afshoJSBeVdH8kx9S6Et6aQhu8R
432553;34726900;189g8h8WFgv17286J2CF1Mrj5bEdtf31me
