PhenotypeID;PhenotypeName;PhenoDesc;DateAdded;LastModified;Status;Version;Type;PopulationID
11831887;Bandicoot, short-nosed;Isoodon obesulus;2019-12-23 11:49:07;2019-12-24 11:49:07 UTC;Validated Phenotype;1;Vital;6271665
1312732;Black rhinoceros;Diceros bicornis;2020-10-23 16:31:22;2020-10-24 16:31:22 UTC;Working Definition;1;LifeStyle_Envi;9772184
95385543;Cape fox;Vulpes chama;2021-03-17 07:26:14;2021-03-18 07:26:14 UTC;In Progress;2;MedPhenotype;6660670
35850087;Genet, small-spotted;Genetta genetta;2020-09-09 00:10:05;2020-09-10 00:10:05 UTC;Validated Phenotype;2;Procedure;7670672
14562704;Guanaco;Lama guanicoe;2021-02-14 10:27:39;2021-02-15 10:27:39 UTC;Working Definition;2;LifeStyle_Envi;9206126
48296095;Snake, carpet;Morelia spilotes variegata;2021-03-08 19:18:18;2021-03-09 19:18:18 UTC;Validated Phenotype;3;LifeStyle_Envi;8595786
60928987;Macaw, scarlet;Ara macao;2021-04-04 00:23:03;2021-04-05 00:23:03 UTC;Working Definition;2;Disease;6393451
63944894;Bulbul, black-fronted;Pycnonotus nigricans;2020-08-21 13:18:28;2020-08-22 13:18:28 UTC;Working Definition;1;Demograpic;6582646
97747401;Bandicoot, southern brown;Isoodon obesulus;2019-12-03 04:23:55;2020-10-27 16:41:29;In Progress;3;Lab;7935349
48513836;Small-toothed palm civet;Arctogalidia trivirgata;2020-09-23 19:43:41;2020-09-24 19:43:41 UTC;In Progress;3;Procedure;8181348
3667133;Deer, swamp;Cervus duvauceli;2020-10-07 09:33:09;2020-10-08 09:33:09 UTC;Working Definition;2;Demograpic;7748935
60853323;Common goldeneye;Bucephala clangula;2020-09-01 15:01:01;2021-04-18 18:29:31;In Progress;2;Vital;9049794
99332108;Goose, canada;Branta canadensis;2020-08-23 23:15:41;2020-11-01 13:41:38;Working Definition;1;Lab;5704365
3211075;Seven-banded armadillo;Dasypus septemcincus;2020-11-24 14:23:39;2020-11-25 14:23:39 UTC;Working Definition;3;Vital;8563020
17304277;Mountain goat;Oreamnos americanus;2020-08-17 10:13:29;2020-08-18 10:13:29 UTC;Working Definition;3;Disease;8073237
44866787;Squirrel, richardson's ground;Spermophilus richardsonii;2020-04-14 10:17:45;2021-04-16 01:56:18;Working Definition;2;Disease;9137067
19297007;Falcon, peregrine;Falco peregrinus;2019-09-18 20:55:01;2020-07-24 13:16:28;In Progress;3;Vital;9177258
25910102;Alligator, mississippi;Alligator mississippiensis;2020-02-28 01:13:23;2020-04-04 13:58:56;In Progress;1;LifeStyle_Envi;6579737
79723274;Tamandua, southern;Tamandua tetradactyla;2020-06-26 09:27:26;2021-04-14 00:14:50;Working Definition;3;Disease;8563020
46932317;Goose, cereopsis;Cereopsis novaehollandiae;2021-01-14 05:44:23;2021-01-15 05:44:23 UTC;Validated Phenotype;2;Lab;9079982
49388415;Red-shouldered glossy starling;Lamprotornis nitens;2020-07-21 04:52:14;2020-10-31 07:01:11;In Progress;3;MedPhenotype;9887528
19222186;Puku;Kobus vardonii vardoni;2020-05-06 10:13:51;2020-10-01 06:41:33;Validated Phenotype;3;Lab;6844792
47343258;Giant otter;Pteronura brasiliensis;2020-05-06 17:22:37;2020-11-13 05:14:54;Validated Phenotype;2;MedPhenotype;9174368
24677983;Peacock, blue;Pavo cristatus;2020-12-25 05:33:04;2021-01-31 10:02:37;Working Definition;3;Vital;7060905
34762080;Collared lizard;Crotaphytus collaris;2020-05-29 04:15:10;2020-05-30 04:15:10 UTC;In Progress;3;Disease;6892171
16613978;Marshbird, brown and yellow;Pseudoleistes virescens;2020-12-31 23:50:24;2021-04-18 13:06:16;Working Definition;2;Disease;9471756
7009481;Australian sea lion;Neophoca cinerea;2020-08-19 12:13:59;2021-03-30 01:37:38;Validated Phenotype;3;Disease;5670014
13563239;Violet-eared waxbill;Uraeginthus granatina;2020-03-03 14:22:16;2020-05-29 06:25:51;In Progress;2;Procedure;7450522
28639688;Coqui partridge;Francolinus coqui;2020-07-14 00:16:19;2021-01-23 06:37:19;Working Definition;2;MedPhenotype;5789007
42506697;Baleen whale;Eubalaena australis;2021-03-26 07:26:47;2021-03-27 07:26:47 UTC;Working Definition;3;Disease;7799873
43981627;Crane, stanley;Anthropoides paradisea;2020-01-14 20:10:39;2020-12-13 04:25:05;Validated Phenotype;1;LifeStyle_Envi;9490482
88461606;Tortoise, desert;Gopherus agassizii;2020-07-02 02:50:35;2020-10-29 23:29:57;Working Definition;2;Procedure;7886517
51580921;Black-collared barbet;Lybius torquatus;2020-07-03 02:06:53;2021-03-03 21:53:33;Working Definition;3;Disease;5717461
32099150;Mudskipper (unidentified);unavailable;2021-04-09 01:39:26;2021-04-10 01:39:26 UTC;Working Definition;2;LifeStyle_Envi;6744902
57037917;Common wallaroo;Macropus robustus;2020-04-06 13:47:34;2020-04-14 11:19:11;Working Definition;3;Vital;9871370
10779488;Frog (unidentified);Rana sp.;2019-12-10 18:44:20;2021-01-26 07:09:42;In Progress;1;LifeStyle_Envi;7303837
13312260;Egyptian goose;Alopochen aegyptiacus;2019-10-10 14:34:41;2020-02-04 22:52:59;Validated Phenotype;1;Procedure;6895686
4415893;Wombat, southern hairy-nosed;Lasiorhinus latifrons;2020-01-17 12:45:47;2020-01-18 12:45:47 UTC;In Progress;1;MedPhenotype;9200811
18747183;Turtle (unidentified);unavailable;2020-08-03 12:51:23;2020-08-04 12:51:23 UTC;Validated Phenotype;2;MedPhenotype;6697230
60290690;Common nighthawk;Chordeiles minor;2019-12-20 03:24:54;2021-01-08 13:10:27;In Progress;2;LifeStyle_Envi;5865967
40043824;Wallaby, dama;Macropus eugenii;2019-10-30 15:22:44;2020-09-15 15:13:00;In Progress;3;Demograpic;9772352
60065189;Kingfisher, white-throated;Halcyon smyrnesis;2020-04-26 15:36:41;2020-04-27 15:36:41 UTC;In Progress;2;MedPhenotype;8097876
76934755;White-throated monitor;Varanus albigularis;2020-01-16 04:31:36;2020-05-12 12:25:33;In Progress;2;Disease;7703580
83445343;Hanuman langur;Semnopithecus entellus;2021-01-15 09:21:41;2021-01-16 09:21:41 UTC;Validated Phenotype;3;LifeStyle_Envi;7454873
27316556;Puma, south american;Felis concolor;2020-01-24 11:47:45;2020-01-25 11:47:45 UTC;In Progress;2;Vital;6938086
86662580;Common goldeneye;Bucephala clangula;2020-09-09 04:56:59;2020-09-10 04:56:59 UTC;Working Definition;3;Lab;9886121
10206726;Bulbul, black-fronted;Pycnonotus nigricans;2020-02-12 23:40:53;2021-01-11 04:18:49;In Progress;2;LifeStyle_Envi;9298229
43939793;Antelope, roan;Hippotragus equinus;2020-07-05 06:02:28;2020-12-06 09:38:09;In Progress;3;Demograpic;7352545
29430161;African jacana;Actophilornis africanus;2020-05-09 16:14:17;2020-08-23 21:24:10;Working Definition;1;Vital;7799873
30811150;Squirrel, palm;Funambulus pennati;2020-04-11 05:43:19;2020-04-12 05:43:19 UTC;Validated Phenotype;2;Vital;9792823
27771657;African ground squirrel (unidentified);Xerus sp.;2019-11-12 04:29:02;2020-01-06 00:00:11;Validated Phenotype;3;Vital;5669894
87689771;Fox, blue;Alopex lagopus;2019-12-15 00:03:00;2020-02-23 04:41:55;Validated Phenotype;2;Demograpic;6776094
59246109;Red kangaroo;Macropus rufus;2021-03-22 00:35:44;2021-03-23 00:35:44 UTC;Working Definition;2;Demograpic;9772352
33450913;Lory, rainbow;Trichoglossus haematodus moluccanus;2020-01-25 06:30:43;2020-05-19 02:44:25;In Progress;2;Lab;8539415
61626503;Elk, Wapiti;Cervus canadensis;2020-12-26 07:18:16;2020-12-27 07:18:16 UTC;Validated Phenotype;3;Disease;7692423
68330520;Crane, brolga;Grus rubicundus;2019-12-14 08:10:55;2020-05-17 13:08:59;In Progress;2;Vital;7252612
82970133;Raccoon dog;Nyctereutes procyonoides;2021-01-08 12:50:07;2021-01-09 12:50:07 UTC;In Progress;3;Demograpic;9042870
72854193;Gazelle, grant's;Gazella granti;2020-03-24 15:52:48;2020-05-09 12:22:11;Working Definition;3;Lab;5704332
80087617;Caracal;Felis caracal;2020-04-18 17:45:50;2020-04-19 17:45:50 UTC;Validated Phenotype;3;Procedure;5652238
99582542;Yellow-necked spurfowl;Francolinus leucoscepus;2020-07-02 13:55:14;2020-10-20 19:09:52;In Progress;1;Lab;7792542
89292317;Blue crane;Anthropoides paradisea;2020-10-27 05:03:51;2020-10-28 05:03:51 UTC;Working Definition;2;MedPhenotype;9872338
88012661;Eagle, tawny;Anitibyx armatus;2020-12-06 14:28:02;2021-04-20 06:37:58;Validated Phenotype;3;Lab;7670672
11760367;Mountain lion;Felis concolor;2019-11-10 15:07:47;2021-02-04 17:24:24;In Progress;3;LifeStyle_Envi;7429767
68761604;Fat-tailed dunnart;Smithopsis crassicaudata;2020-05-19 22:48:17;2020-11-08 14:21:43;Validated Phenotype;2;Lab;7454413
60854920;Crown of thorns starfish;Acanthaster planci;2020-07-25 13:34:14;2020-07-26 13:34:14 UTC;Validated Phenotype;1;MedPhenotype;6930172
86268559;Cat, kaffir;Felis silvestris lybica;2020-10-10 20:50:51;2020-10-11 20:50:51 UTC;In Progress;1;MedPhenotype;9602154
10886826;Weeper capuchin;Cebus nigrivittatus;2021-03-11 04:59:52;2021-03-12 04:59:52 UTC;In Progress;2;Procedure;7096759
8802516;Eagle, white-bellied sea;Haliaetus leucogaster;2020-11-24 14:38:27;2020-11-25 14:38:27 UTC;Working Definition;2;Procedure;9298229
49434587;Paradoxure;Paradoxurus hermaphroditus;2020-07-08 23:48:07;2020-07-09 23:48:07 UTC;Validated Phenotype;1;Vital;5717858
43425362;Waved albatross;Diomedea irrorata;2020-07-03 17:43:45;2020-09-12 20:35:03;Validated Phenotype;3;Vital;8623306
56566144;Brocket, brown;Mazama gouazoubira;2020-03-26 12:18:01;2020-08-11 21:56:55;Validated Phenotype;2;Procedure;8417467
32639036;Fox, asian red;Vulpes vulpes;2020-12-15 04:43:09;2020-12-16 04:43:09 UTC;Validated Phenotype;1;MedPhenotype;7571342
12008896;Eagle, african fish;Haliaetus vocifer;2020-07-27 05:31:48;2020-12-21 00:12:02;Validated Phenotype;3;Procedure;9049794
45563770;Cape clawless otter;Aonyx capensis;2020-04-17 20:37:11;2021-01-30 16:58:32;Validated Phenotype;3;Vital;8575172
59918800;Barasingha deer;Cervus duvauceli;2019-12-18 01:21:08;2020-02-01 02:30:17;In Progress;3;Demograpic;6869887
6141608;Seven-banded armadillo;Dasypus septemcincus;2019-11-26 06:27:13;2020-02-10 17:11:36;Working Definition;2;Vital;6127153
39049602;Gnu, brindled;Connochaetus taurinus;2019-10-03 03:41:36;2020-07-31 01:18:28;In Progress;2;LifeStyle_Envi;6434673
74594018;Bushbaby, large-eared;Galago crassicaudataus;2020-05-27 13:18:57;2020-05-28 13:18:57 UTC;Validated Phenotype;2;MedPhenotype;6818735
15462901;Tern, white-winged black;Chlidonias leucopterus;2020-11-18 15:51:45;2020-11-19 15:51:45 UTC;Validated Phenotype;1;Disease;8181348
34049285;Yellow-throated sandgrouse;Pterocles gutturalis;2020-10-29 16:29:26;2020-10-30 16:29:26 UTC;Working Definition;3;MedPhenotype;7592009
9311318;Black-necked stork;Ephippiorhynchus mycteria;2020-06-15 20:19:29;2020-10-17 21:30:57;In Progress;1;Disease;6963162
86540275;Blacksmith plover;Vanellus armatus;2020-10-20 06:19:34;2020-10-21 06:19:34 UTC;In Progress;3;Procedure;6762520
24103076;Silver-backed jackal;Canis mesomelas;2020-04-02 12:11:05;2021-03-28 11:03:45;Validated Phenotype;2;Disease;6995183
54497411;Thomson's gazelle;Gazella thompsonii;2020-12-22 23:53:17;2020-12-23 23:53:17 UTC;Working Definition;2;Disease;6663379
50112329;Otter, african clawless;Aonyx capensis;2020-12-13 05:30:57;2020-12-14 05:30:57 UTC;Validated Phenotype;2;Procedure;8957763
59992756;Armadillo, giant;Priodontes maximus;2020-11-20 23:47:52;2020-11-21 23:47:52 UTC;Validated Phenotype;3;Disease;8378275
66026320;Genoveva;Junonia genoveua;2019-12-02 11:20:46;2019-12-03 11:20:46 UTC;In Progress;2;Demograpic;9504780
43804805;Oriental white-backed vulture;Gyps bengalensis;2020-12-07 06:57:37;2020-12-08 06:57:37 UTC;In Progress;1;Disease;7630182
48726308;Openbill stork;Anastomus oscitans;2021-03-01 04:44:13;2021-03-02 04:44:13 UTC;In Progress;2;Lab;6836169
22307816;Frog (unidentified);Rana sp.;2020-08-30 03:32:46;2021-04-14 20:45:08;Working Definition;2;Disease;7223930
36629081;Olive baboon;Papio cynocephalus;2021-04-03 21:26:49;2021-04-04 21:26:49 UTC;Validated Phenotype;2;Lab;7528557
73960066;African snake (unidentified);unavailable;2021-02-11 09:37:25;2021-02-24 04:53:59;Working Definition;2;Lab;5632418
55546482;Pintail, bahama;Anas bahamensis;2020-06-21 05:35:13;2020-06-22 05:35:13 UTC;Validated Phenotype;3;Vital;7720889
24635674;Deer, savannah;Mazama gouazoubira;2020-11-14 12:31:23;2020-11-15 12:31:23 UTC;Working Definition;2;MedPhenotype;7571342
15644359;Savanna baboon;Papio cynocephalus;2021-02-05 01:05:46;2021-02-06 01:05:46 UTC;Working Definition;1;Lab;6273132
74812244;Tawny frogmouth;Podargus strigoides;2020-05-11 20:45:48;2021-03-22 01:07:16;In Progress;2;Disease;9978047
43937582;Wild turkey;Meleagris gallopavo;2020-06-30 23:09:14;2020-08-26 03:11:54;Validated Phenotype;3;Disease;9386356
31429596;House crow;Corvus brachyrhynchos;2019-10-12 13:45:07;2020-07-17 23:50:43;Validated Phenotype;1;MedPhenotype;7357924
59935970;Iguana, land;Conolophus subcristatus;2020-06-14 21:39:53;2020-06-15 21:39:53 UTC;In Progress;3;Lab;7720384
46418896;African pied wagtail;Motacilla aguimp;2020-12-27 10:09:00;2020-12-28 10:09:00 UTC;In Progress;1;MedPhenotype;8899562
54192036;Oystercatcher, blackish;Haematopus ater;2020-09-21 22:18:03;2020-09-22 22:18:03 UTC;Validated Phenotype;2;LifeStyle_Envi;6121904
41631615;Cat, toddy;Paradoxurus hermaphroditus;2020-03-17 10:34:02;2020-12-25 16:40:13;In Progress;2;Vital;9235855
87161622;Lion, galapagos sea;Zalophus californicus;2019-12-16 04:23:53;2021-02-17 19:26:57;Working Definition;2;Procedure;7880496
86574341;Green-winged macaw;Ara chloroptera;2019-10-06 16:00:42;2020-08-01 23:29:42;In Progress;1;Vital;7792542
60902695;Coot, red-knobbed;Fulica cristata;2020-04-25 01:10:19;2020-04-26 01:10:19 UTC;Validated Phenotype;1;Disease;8768168
70917864;Owl, madagascar hawk;Ninox superciliaris;2020-01-08 15:40:04;2020-10-19 08:00:25;Working Definition;3;MedPhenotype;9932799
44946889;Laughing kookaburra;Dacelo novaeguineae;2020-02-26 01:14:30;2020-08-30 13:02:38;In Progress;3;Vital;9816007
11384100;Woolly-necked stork;Ciconia episcopus;2019-11-20 06:51:57;2020-05-19 16:34:12;In Progress;1;MedPhenotype;9198764
60572304;Wombat, common;Vombatus ursinus;2020-04-02 14:39:00;2020-04-03 14:39:00 UTC;Working Definition;2;Procedure;7898023
53688395;Masked booby;Sula dactylatra;2020-07-05 05:20:18;2021-03-28 19:15:49;Working Definition;2;Lab;8353123
4007022;White-browed owl;Ninox superciliaris;2020-03-17 06:26:41;2021-01-09 04:34:14;In Progress;1;Lab;6155810
60788709;Common langur;Semnopithecus entellus;2019-10-08 07:28:39;2021-03-28 12:17:35;In Progress;3;Procedure;5589746
70908850;Phascogale, brush-tailed;Phascogale tapoatafa;2019-09-23 11:57:24;2020-10-27 05:38:22;Validated Phenotype;1;Procedure;7347473
19482367;Silver-backed fox;Vulpes chama;2020-05-31 12:10:14;2020-10-25 23:54:32;In Progress;2;Demograpic;7626397
25063804;Masked booby;Sula dactylatra;2021-03-07 05:49:38;2021-03-08 05:49:38 UTC;Working Definition;3;MedPhenotype;9427075
32938402;Fox, savanna;Dusicyon thous;2020-02-18 18:11:58;2020-10-06 21:10:17;Working Definition;2;Procedure;6497012
82059726;Rhesus macaque;Macaca mulatta;2020-10-09 18:02:53;2020-10-10 18:02:53 UTC;Working Definition;2;LifeStyle_Envi;5777191
85587939;Blacksmith plover;Vanellus armatus;2019-11-26 13:21:11;2020-10-15 21:34:49;Validated Phenotype;1;MedPhenotype;6930172
31034575;Red-tailed hawk;Buteo jamaicensis;2021-01-16 01:37:15;2021-01-17 01:37:15 UTC;Validated Phenotype;3;LifeStyle_Envi;8148845
55541617;Hawk, ferruginous;Buteo regalis;2020-04-27 04:49:42;2020-04-28 04:49:42 UTC;In Progress;1;LifeStyle_Envi;9824275
45172043;Red-tailed cockatoo;Calyptorhynchus magnificus;2020-07-03 11:08:22;2020-07-04 11:08:22 UTC;Working Definition;1;Vital;7478550
8557331;Red-billed buffalo weaver;Bubalornis niger;2019-09-24 02:02:47;2020-01-19 12:01:12;Working Definition;3;LifeStyle_Envi;5617341
39598964;Mouse, four-striped grass;Rhabdomys pumilio;2020-11-14 20:20:42;2021-03-19 05:42:25;Validated Phenotype;2;Demograpic;8693404
1374828;Groundhog;Marmota monax;2019-12-27 09:48:34;2021-02-15 05:15:10;In Progress;1;MedPhenotype;6014208
58023014;Heron, goliath;Ardea golieth;2021-03-08 13:51:41;2021-03-09 13:51:41 UTC;Validated Phenotype;1;MedPhenotype;8755893
12735787;Pocket gopher (unidentified);unavailable;2020-01-16 10:52:35;2020-01-17 10:52:35 UTC;Validated Phenotype;2;LifeStyle_Envi;7198165
59471823;Gazelle, thomson's;Gazella thompsonii;2020-06-28 07:19:38;2020-06-29 07:19:38 UTC;In Progress;3;Demograpic;5855301
52187258;Dragon, komodo;Varanus komodensis;2020-03-31 19:34:52;2020-06-16 12:14:21;Validated Phenotype;2;MedPhenotype;8742043
44637612;Deer, black-tailed;Odocoileus hemionus;2020-04-20 18:42:29;2020-04-21 18:42:29 UTC;In Progress;3;Lab;6936501
60952318;Crane, black-crowned;Balearica pavonina;2020-09-18 22:27:20;2020-12-02 21:02:30;In Progress;1;MedPhenotype;7334345
17684621;Barbet, levaillant's;Trachyphonus vaillantii;2020-08-02 00:59:37;2020-08-03 00:59:37 UTC;In Progress;2;Demograpic;8362347
26167729;Mongoose, eastern dwarf;Helogale undulata;2021-01-22 21:34:19;2021-01-23 21:34:19 UTC;Working Definition;2;Lab;5704661
70908870;Fox, blue;Alopex lagopus;2020-12-30 07:36:40;2021-02-15 02:30:52;Validated Phenotype;3;Demograpic;7699720
93735971;Snake, tiger;Notechis semmiannulatus;2020-08-06 09:48:41;2020-11-09 16:47:51;In Progress;3;Disease;6656325
72580020;Huron;Galictis vittata;2019-12-13 04:32:40;2020-12-31 07:29:08;Working Definition;3;LifeStyle_Envi;5608202
77307263;Antelope, sable;Hippotragus niger;2020-01-31 23:04:26;2020-02-01 23:04:26 UTC;Validated Phenotype;2;LifeStyle_Envi;6167571
93144918;Arctic fox;Alopex lagopus;2019-10-31 07:19:54;2020-07-24 01:39:56;In Progress;2;Vital;6429797
20112359;Admiral, indian red;Vanessa indica;2020-04-06 15:48:11;2021-04-14 18:16:34;Working Definition;3;Procedure;6604162
81332561;Pale white-eye;Zosterops pallidus;2019-10-08 13:05:25;2021-01-07 23:57:53;Working Definition;2;Lab;8133278
33923829;Sifaka, verreaux's;Propithecus verreauxi;2019-12-30 06:28:21;2020-12-18 15:44:12;Validated Phenotype;3;MedPhenotype;9086679
30346518;Collared peccary;Tayassu tajacu;2020-06-25 06:19:39;2020-06-26 06:19:39 UTC;In Progress;3;LifeStyle_Envi;5598176
59524116;Little heron;Butorides striatus;2020-05-01 00:17:38;2020-05-02 00:17:38 UTC;Validated Phenotype;3;Demograpic;9932799
76214135;Macaque, bonnet;Macaca radiata;2020-09-21 05:51:52;2020-09-22 05:51:52 UTC;In Progress;2;Vital;6150216
18125059;Large-eared bushbaby;Galago crassicaudataus;2020-12-08 15:58:54;2020-12-09 15:58:54 UTC;In Progress;1;LifeStyle_Envi;8511521
33974145;Otter, african clawless;Aonyx capensis;2019-10-01 13:02:04;2020-01-21 13:51:54;Validated Phenotype;1;Lab;8595786
9112695;Cormorant, great;Phalacrocorax carbo;2021-02-25 21:30:41;2021-02-26 21:30:41 UTC;Validated Phenotype;2;Procedure;8040552
59238143;Serval;Felis serval;2020-11-08 05:31:23;2020-11-09 05:31:23 UTC;Working Definition;2;LifeStyle_Envi;7096759
25605297;Red-winged blackbird;Agelaius phoeniceus;2019-11-26 16:07:35;2021-04-02 06:14:38;Working Definition;3;LifeStyle_Envi;7940282
54226051;Heron, giant;Ardea golieth;2020-04-20 11:57:23;2020-06-17 02:08:38;Validated Phenotype;1;LifeStyle_Envi;9199629
26479533;Tortoise, burmese brown mountain;Manouria emys;2020-07-20 11:57:04;2020-07-21 11:57:04 UTC;Validated Phenotype;1;Demograpic;5766602
14503243;Wallaroo, common;Macropus robustus;2020-12-03 13:16:01;2020-12-04 13:16:01 UTC;Validated Phenotype;3;MedPhenotype;7856267
57798384;Squirrel, red;Tamiasciurus hudsonicus;2020-01-19 01:47:42;2021-02-16 05:46:29;Validated Phenotype;2;Procedure;9017430
78166096;Black-necked stork;Ephippiorhynchus mycteria;2019-09-21 03:17:18;2020-10-07 05:43:43;Working Definition;3;MedPhenotype;6584448
80626157;Dragon, netted rock;Ctenophorus ornatus;2020-09-06 08:18:46;2020-09-07 08:18:46 UTC;In Progress;1;LifeStyle_Envi;9620869
94788842;Rat, arboral spiny;Echimys chrysurus;2021-03-20 22:30:54;2021-03-21 22:30:54 UTC;Working Definition;2;MedPhenotype;8906669
99964685;Crane, brolga;Grus rubicundus;2020-06-20 21:28:11;2020-06-21 21:28:11 UTC;Working Definition;1;Vital;9153207
6221809;Penguin, little blue;Eudyptula minor;2020-11-12 21:15:21;2020-11-13 21:15:21 UTC;Validated Phenotype;1;LifeStyle_Envi;6409256
4505061;Ant (unidentified);unavailable;2019-09-18 19:57:05;2020-07-23 00:22:14;Working Definition;3;LifeStyle_Envi;8486902
37138825;Wolf spider;Lycosa godeffroyi;2020-05-25 19:47:34;2020-05-26 19:47:34 UTC;Working Definition;3;MedPhenotype;6408983
66020161;Red-knobbed coot;Fulica cristata;2020-08-05 22:32:19;2021-04-02 11:35:37;Working Definition;2;Lab;8454345
55774104;Mara;Dolichitus patagonum;2020-10-21 22:42:18;2020-10-22 22:42:18 UTC;In Progress;2;Procedure;6607860
44357451;Spurfowl, yellow-necked;Francolinus leucoscepus;2020-09-11 05:29:30;2020-09-12 05:29:30 UTC;Validated Phenotype;2;Vital;5772582
9484880;Lilac-breasted roller;Coracias caudata;2019-12-11 00:17:29;2019-12-12 00:17:29 UTC;Working Definition;3;Disease;8458916
39913074;Skua, long-tailed;Stercorarius longicausus;2021-01-18 21:05:43;2021-01-19 21:05:43 UTC;Working Definition;2;Procedure;8479789
62505040;Butterfly, tropical buckeye;Junonia genoveua;2020-02-07 14:23:09;2020-02-08 14:23:09 UTC;In Progress;2;MedPhenotype;7334345
9290778;Rhea, gray;Rhea americana;2019-12-31 14:25:30;2020-01-01 14:25:30 UTC;Working Definition;2;Lab;8318447
63290350;Pied crow;Corvus albus;2021-02-13 02:17:22;2021-02-14 02:17:22 UTC;Validated Phenotype;3;Vital;9838716
99930997;Peccary, collared;Tayassu tajacu;2020-01-04 09:25:31;2020-06-11 14:19:37;Validated Phenotype;2;Vital;7231345
92562698;Little heron;Butorides striatus;2019-11-01 13:49:50;2021-02-03 18:23:51;Validated Phenotype;2;Disease;9282796
20503400;Camel, dromedary;Camelus dromedarius;2020-05-04 17:40:37;2020-05-05 17:40:37 UTC;Validated Phenotype;1;Disease;9136337
66324097;Blackbird, red-winged;Agelaius phoeniceus;2020-10-24 11:29:54;2020-12-22 08:40:58;Working Definition;3;Demograpic;8980314
10975118;Short-beaked echidna;Tachyglossus aculeatus;2019-10-19 21:41:35;2020-09-19 05:24:36;In Progress;2;Demograpic;5917624
15084609;Chipmunk, least;Eutamias minimus;2020-02-13 04:10:08;2020-07-07 06:35:09;Working Definition;3;Demograpic;6105538
9352487;Vervet monkey;Cercopithecus aethiops;2019-11-20 13:32:54;2020-12-30 02:51:48;Working Definition;2;LifeStyle_Envi;7825928
78917329;Porcupine, indian;Hystrix indica;2020-06-09 13:20:22;2020-08-17 17:03:24;In Progress;1;Vital;5761096
