PhenotypeID,PhenotypeName,PhenoDesc,DateAdded,LastModified,Status,Version,Type,PopulationID
1000049,Blue and yellow macaw,Ara ararauna,2020-05-02 01:43:15,2020-05-03 01:43:15 UTC,Validated Phenotype,2,Procedure,5556332
1000050,Moose,Alces alces,2020-10-12 03:20:42,2020-10-13 03:20:42 UTC,Working Definition,3,Procedure,5555742
1000051,"Macaw, green-winged",Ara chloroptera,2019-10-21 13:00:25,2020-12-22 12:13:34,Validated Phenotype,2,Procedure,5556155
1000052,"Coot, red-knobbed",Fulica cristata,2020-12-02 01:21:30,2020-12-03 01:21:30 UTC,In Progress,3,Disease,5556106
1000053,"Kingfisher, pied",Ceryle rudis,2019-12-09 09:25:20,2020-03-18 16:44:56,In Progress,3,MedPhenotype,5556088
1000054,Harbor seal,Phoca vitulina,2019-10-31 16:00:56,2020-04-04 03:50:11,In Progress,1,Lab,5556483
1000055,Canadian river otter,Lutra canadensis,2020-07-10 11:47:31,2020-07-11 11:47:31 UTC,In Progress,2,MedPhenotype,5556436
1000056,Black-tailed prairie dog,Cynomys ludovicianus,2020-07-29 22:14:01,2020-08-14 02:35:30,In Progress,1,Disease,5555908
1000057,Bushbuck,Tragelaphus scriptus,2021-01-30 05:55:28,2021-01-31 05:55:28 UTC,In Progress,2,Disease,5556547
1000058,"Tortoise, burmese brown mountain",Manouria emys,2020-10-18 08:41:20,2020-10-19 08:41:20 UTC,In Progress,3,MedPhenotype,5555597
1000059,"Squirrel, eastern fox",Sciurus niger,2020-06-29 01:26:36,2020-06-30 01:26:36 UTC,Working Definition,1,Demograpic,5556087
1000060,Eastern white pelican,Pelecans onocratalus,2020-11-19 17:49:53,2020-11-20 17:49:53 UTC,Validated Phenotype,2,LifeStyle_Envi,5555819
1000061,"Lorikeet, scaly-breasted",Trichoglossus chlorolepidotus,2020-04-13 02:47:33,2020-12-18 11:46:32,Validated Phenotype,1,Procedure,5555869
1000062,"Peacock, blue",Pavo cristatus,2020-12-18 10:04:18,2020-12-19 10:04:18 UTC,Validated Phenotype,3,Lab,5556427
1000063,Red-billed buffalo weaver,Bubalornis niger,2020-04-26 14:07:43,2020-04-27 14:07:43 UTC,Working Definition,3,Demograpic,5556155
1000064,"Otter, small-clawed",Aonyx cinerea,2020-11-20 05:44:14,2020-11-21 05:44:14 UTC,Validated Phenotype,3,Lab,5556061
1000065,Black swan,Cygnus atratus,2020-10-12 08:10:56,2020-10-13 08:10:56 UTC,In Progress,3,LifeStyle_Envi,5556317
1000066,"Rhea, common",Rhea americana,2020-02-21 12:47:46,2020-04-27 05:26:45,Validated Phenotype,1,Procedure,5556119
1000067,"Crane, blue",Anthropoides paradisea,2020-10-08 19:18:37,2021-01-29 04:03:57,Validated Phenotype,1,Lab,5555833
1000068,Bahama pintail,Anas bahamensis,2021-02-14 22:27:00,2021-02-15 22:27:00 UTC,Validated Phenotype,1,MedPhenotype,5556160
1000069,Brown capuchin,Cebus apella,2021-04-01 04:20:24,2021-04-02 04:20:24 UTC,Working Definition,2,Procedure,5556282
1000070,"Cat, cape wild",Felis libyca,2021-01-22 08:55:26,2021-02-15 23:47:27,Working Definition,3,Procedure,5555813
1000071,"Python, carpet",Morelia spilotes variegata,2020-11-29 01:47:47,2020-12-29 17:09:25,Working Definition,1,Vital,5555677
1000072,Red and blue macaw,Ara chloroptera,2019-10-10 02:42:27,2020-03-20 01:07:15,Working Definition,2,Lab,5556019
1000073,Malagasy ground boa,Acrantophis madagascariensis,2021-03-14 06:01:54,2021-03-15 06:01:54 UTC,Working Definition,1,LifeStyle_Envi,5556436
1000074,Sacred ibis,Threskionis aethiopicus,2020-08-10 23:58:29,2021-01-03 09:21:45,In Progress,3,Demograpic,5555646
1000075,Native cat,Dasyurus viverrinus,2020-06-03 06:33:49,2020-07-29 08:16:41,Validated Phenotype,1,Procedure,5556096
1000076,"Deer, mule",Odocoileus hemionus,2020-07-17 17:26:22,2020-11-16 15:55:50,Working Definition,3,Procedure,5556483
1000077,Kongoni,Alcelaphus buselaphus cokii,2020-10-09 00:41:09,2020-10-10 00:41:09 UTC,In Progress,2,Disease,5555987
1000078,"Bear, sloth",Melursus ursinus,2020-05-20 13:02:27,2021-04-01 08:52:04,Working Definition,1,Demograpic,5556078
1000079,Tiger,Panthera tigris,2019-12-14 13:30:55,2020-10-12 07:54:33,Working Definition,2,LifeStyle_Envi,5556547
1000080,"Squirrel, european red",Sciurus vulgaris,2021-04-16 14:30:39,2021-04-17 14:30:39 UTC,In Progress,2,Demograpic,5556057
1000081,"Cardinal, black-throated",Paroaria gularis,2021-02-23 12:53:01,2021-04-03 22:05:19,Validated Phenotype,3,LifeStyle_Envi,5556026
1000082,"Badger, european",Meles meles,2021-01-03 12:08:20,2021-01-04 12:08:20 UTC,In Progress,1,MedPhenotype,5556424
1000083,Red squirrel,Tamiasciurus hudsonicus,2020-08-07 19:23:43,2020-08-08 19:23:43 UTC,Working Definition,1,Vital,5556134
1000084,"Albatross, waved",Diomedea irrorata,2020-10-28 16:44:53,2020-10-29 16:44:53 UTC,Validated Phenotype,1,MedPhenotype,5556330
1000085,"Cat, cape wild",Felis libyca,2020-10-09 12:49:51,2020-11-22 08:02:22,Validated Phenotype,3,Procedure,5555707
1000086,Cape starling,Lamprotornis nitens,2019-09-18 02:41:40,2021-03-13 23:06:44,Validated Phenotype,2,Vital,5556336
1000087,Yellow-brown sungazer,Cordylus giganteus,2020-04-01 01:22:32,2020-05-18 23:32:36,In Progress,2,Demograpic,5555600
1000088,"Bird, magnificent frigate",Fregata magnificans,2020-07-30 07:34:31,2020-07-31 07:34:31 UTC,Working Definition,3,Disease,5556488
1000089,"Lourie, grey",Lorythaixoides concolor,2020-07-09 05:57:02,2020-07-10 05:57:02 UTC,Validated Phenotype,2,LifeStyle_Envi,5556529
1000090,White-browed sparrow weaver,Plocepasser mahali,2019-12-26 07:18:36,2020-06-02 04:38:11,In Progress,2,MedPhenotype,5555784
1000091,"Loris, slender",Loris tardigratus,2020-03-18 08:50:35,2020-07-13 01:21:08,Working Definition,2,Demograpic,5555687
1000092,"Zorro, azara's",Pseudalopex gymnocercus,2020-01-25 03:12:46,2020-01-26 03:12:46 UTC,Working Definition,3,MedPhenotype,5556261
1000093,European red squirrel,Sciurus vulgaris,2020-09-28 06:06:14,2020-09-29 06:06:14 UTC,In Progress,1,Vital,5556301
1000094,"Bat, madagascar fruit",Pteropus rufus,2020-02-29 03:05:32,2020-10-27 11:51:57,In Progress,2,LifeStyle_Envi,5556226
1000095,"Cat, kaffir",Felis silvestris lybica,2020-09-19 21:52:50,2020-09-20 21:52:50 UTC,Working Definition,2,LifeStyle_Envi,5556163
1000096,"Lion, asian",Panthera leo persica,2020-01-18 01:19:56,2020-01-19 01:19:56 UTC,Working Definition,3,Disease,5556171
1000097,"Cockatoo, long-billed",Cacatua tenuirostris,2020-08-14 14:19:44,2020-08-15 14:19:44 UTC,Validated Phenotype,2,Lab,5556032
1000098,"Bleu, red-cheeked cordon",Uraeginthus bengalus,2019-09-24 00:35:19,2020-09-08 17:28:20,Validated Phenotype,1,LifeStyle_Envi,5556049
1000099,"Albatross, waved",Diomedea irrorata,2020-10-16 09:10:06,2020-10-17 09:10:06 UTC,In Progress,2,MedPhenotype,5555628
1000100,Brolga crane,Grus rubicundus,2020-06-14 08:10:07,2021-01-03 04:42:47,Working Definition,1,MedPhenotype,5556431
1000101,Wild boar,Sus scrofa,2021-03-26 07:11:20,2021-03-27 07:11:20 UTC,Validated Phenotype,2,LifeStyle_Envi,5556518
1000102,Mountain goat,Oreamnos americanus,2020-04-17 13:48:58,2020-04-18 13:48:58 UTC,Working Definition,3,Lab,5555811
1000103,"Parakeet, rose-ringed",Psittacula krameri,2021-03-25 18:18:18,2021-03-26 18:18:18 UTC,In Progress,2,MedPhenotype,5555767
1000104,Laughing dove,Streptopelia senegalensis,2020-10-05 11:58:08,2020-10-06 11:58:08 UTC,Validated Phenotype,3,Lab,5555583
1000105,"Phalarope, grey",Phalaropus fulicarius,2021-01-24 16:17:11,2021-01-25 16:17:11 UTC,Validated Phenotype,1,Procedure,5556406
1000106,Palm squirrel,Funambulus pennati,2021-03-28 14:50:24,2021-03-29 14:50:24 UTC,Working Definition,2,LifeStyle_Envi,5556160
1000107,Golden eagle,Aquila chrysaetos,2021-03-15 18:07:32,2021-03-16 18:07:32 UTC,Working Definition,1,Procedure,5556235
1000108,Indian giant squirrel,Ratufa indica,2020-08-17 12:18:13,2020-08-18 12:18:13 UTC,In Progress,3,LifeStyle_Envi,5556012
1000109,Southern brown bandicoot,Isoodon obesulus,2020-09-22 17:23:32,2021-04-02 03:05:48,Validated Phenotype,2,Demograpic,5555825
1000110,"Moorhen, purple",Porphyrio porphyrio,2020-10-05 14:18:22,2020-10-06 14:18:22 UTC,In Progress,2,LifeStyle_Envi,5556528
1000111,Sambar,Cervus unicolor,2020-04-27 21:06:58,2020-08-17 02:11:37,Working Definition,1,Procedure,5556454
1000112,"Polecat, african",Ictonyx striatus,2020-12-27 10:16:12,2020-12-28 10:16:12 UTC,In Progress,1,Demograpic,5555896
1000113,Cook's tree boa,Corallus hortulanus cooki,2020-03-07 20:56:45,2020-03-14 17:37:55,In Progress,3,Vital,5556397
1000114,Lesser double-collared sunbird,Nectarinia chalybea,2020-07-13 05:17:10,2020-07-14 05:17:10 UTC,In Progress,3,Demograpic,5556234
1000115,"Lizard, frilled",Chlamydosaurus kingii,2021-02-15 20:49:39,2021-02-16 20:49:39 UTC,Working Definition,2,Procedure,5555639
1000116,"Anteater, australian spiny",Tachyglossus aculeatus,2021-04-09 05:33:59,2021-04-10 05:33:59 UTC,Validated Phenotype,2,Procedure,5556053
1000117,Red-capped cardinal,Paroaria gularis,2019-10-05 20:19:39,2020-05-10 13:44:04,Working Definition,1,LifeStyle_Envi,5556531
1000118,Blue catfish,Ictalurus furcatus,2020-05-13 14:29:12,2020-05-14 14:29:12 UTC,Validated Phenotype,2,Procedure,5555668
1000119,"Starling, greater blue-eared",Lamprotornis chalybaeus,2019-11-06 10:41:09,2021-03-04 21:44:01,Working Definition,3,Disease,5556488
1000120,Fairy penguin,Eudyptula minor,2021-04-20 19:37:49,2021-04-21 19:37:49 UTC,In Progress,2,Demograpic,5555840
1000121,Burchell's gonolek,Laniaurius atrococcineus,2019-11-22 12:26:59,2019-11-23 12:26:59 UTC,In Progress,1,Procedure,5555850
1000122,"Tern, white-winged black",Chlidonias leucopterus,2020-04-24 18:23:05,2021-02-06 10:50:17,In Progress,1,Disease,5555663
1000123,Impala,Aepyceros mylampus,2021-03-02 20:15:51,2021-03-03 20:15:51 UTC,Validated Phenotype,2,Disease,5556041
1000124,"Moorhen, purple",Porphyrio porphyrio,2019-12-14 11:51:46,2021-02-17 21:46:06,Working Definition,1,LifeStyle_Envi,5556466
1000125,"Cat, jungle",Felis chaus,2020-08-18 20:57:32,2020-08-19 20:57:32 UTC,Working Definition,2,Procedure,5556543
1000126,Black-tailed tree creeper,Climacteris melanura,2019-09-27 20:14:25,2020-02-11 21:13:27,Validated Phenotype,2,LifeStyle_Envi,5555955
1000127,Gemsbok,Oryx gazella,2021-02-24 10:35:36,2021-04-04 17:29:12,In Progress,2,Disease,5555594
1000128,Striped skunk,Mephitis mephitis,2021-02-07 06:42:06,2021-02-08 06:42:06 UTC,Validated Phenotype,3,Lab,5556525
1000129,"Snake, tiger",Notechis semmiannulatus,2021-01-08 15:40:04,2021-01-09 15:40:04 UTC,Working Definition,3,Procedure,5555577
1000130,Feathertail glider,Acrobates pygmaeus,2021-02-01 01:57:06,2021-02-23 14:21:12,Working Definition,2,Procedure,5555658
1000131,Comb duck,Sarkidornis melanotos,2019-10-03 20:00:54,2021-04-04 21:38:36,In Progress,2,Lab,5556322
1000132,"Duck, white-faced whistling",Dendrocygna viduata,2019-12-07 23:00:01,2019-12-08 23:00:01 UTC,Working Definition,1,Lab,5555950
1000133,"Penguin, galapagos",Spheniscus mendiculus,2019-09-19 14:11:44,2019-12-07 18:00:02,Validated Phenotype,3,Procedure,5556535
1000134,African lion,Panthera leo,2020-11-07 22:40:07,2020-11-08 22:40:07 UTC,Working Definition,2,Procedure,5556103
1000135,Tiger,Panthera tigris,2020-11-30 08:37:55,2021-01-10 23:28:35,Working Definition,1,LifeStyle_Envi,5555587
1000136,Ground legaan,Varanus sp.,2021-01-09 09:04:59,2021-01-10 09:04:59 UTC,In Progress,1,LifeStyle_Envi,5555581
1000137,Silver gull,Larus novaehollandiae,2020-06-05 14:57:33,2020-07-05 15:29:19,In Progress,2,Demograpic,5555577
1000138,"Waterbuck, common",Kobus defassa,2020-07-16 00:19:35,2020-12-17 18:30:26,In Progress,2,Vital,5556373
1000139,Western patch-nosed snake,Salvadora hexalepis,2020-09-29 19:41:58,2020-11-27 13:37:08,Validated Phenotype,3,Demograpic,5555974
1000140,"Whale, baleen",Eubalaena australis,2019-10-10 00:23:55,2020-12-15 22:35:43,Working Definition,3,Lab,5555983
1000141,Yellow-throated sandgrouse,Pterocles gutturalis,2021-04-05 17:20:23,2021-04-06 17:20:23 UTC,Validated Phenotype,2,Lab,5555680
1000142,"Cat, long-tailed spotted",Felis wiedi or Leopardus weidi,2020-11-06 15:21:03,2020-11-07 15:21:03 UTC,Validated Phenotype,2,Lab,5556492
1000143,"Penguin, little blue",Eudyptula minor,2020-12-06 04:29:20,2020-12-07 04:29:20 UTC,In Progress,3,Demograpic,5555709
1000144,Wild boar,Sus scrofa,2020-10-19 09:49:50,2021-02-17 04:13:59,In Progress,3,Disease,5555717
1000145,Red brocket,Mazama americana,2020-02-19 07:45:14,2020-11-05 08:39:36,In Progress,1,Procedure,5556264
1000146,"Vulture, oriental white-backed",Gyps bengalensis,2019-11-17 20:18:53,2020-12-20 14:57:56,In Progress,3,Demograpic,5556247
1000147,"Shrike, crimson-breasted",Laniaurius atrococcineus,2020-12-09 15:00:37,2020-12-10 15:00:37 UTC,In Progress,3,Disease,5556324
1000148,"Roller, lilac-breasted",Coracias caudata,2021-03-23 09:36:41,2021-03-24 09:36:41 UTC,Working Definition,2,Vital,5555938
1000149,Galapagos penguin,Spheniscus mendiculus,2019-12-16 02:10:50,2020-03-17 16:41:30,Working Definition,1,Demograpic,5555583
1000150,"Waxbill, black-cheeked",Estrilda erythronotos,2021-01-17 21:38:11,2021-01-18 21:38:11 UTC,In Progress,2,MedPhenotype,5555970
1000151,"Buffalo, wild water",Bubalus arnee,2020-04-20 05:45:32,2021-02-16 14:19:57,Validated Phenotype,1,Disease,5555808
1000152,"Goat, mountain",Oreamnos americanus,2020-04-30 09:56:00,2020-05-01 09:56:00 UTC,In Progress,2,Lab,5556493
1000153,"Heron, green",Butorides striatus,2020-10-05 02:36:49,2020-10-06 02:36:49 UTC,In Progress,2,Lab,5556350
1000154,"Bird, black-throated butcher",Cracticus nigroagularis,2020-04-28 07:07:52,2021-04-16 01:52:03,In Progress,2,Disease,5556164
1000155,"Penguin, little blue",Eudyptula minor,2020-06-03 04:21:38,2020-06-04 04:21:38 UTC,In Progress,3,LifeStyle_Envi,5555699
1000156,"Kangaroo, western grey",Macropus fuliginosus,2019-12-09 14:13:15,2020-12-31 21:25:05,Validated Phenotype,2,Procedure,5555655
1000157,White-lipped peccary,Tayassu pecari,2019-11-14 18:13:20,2020-10-28 13:35:26,Working Definition,2,Vital,5556157
1000158,"Antelope, roan",Hippotragus equinus,2019-12-15 14:32:31,2021-03-30 13:43:09,Validated Phenotype,1,Lab,5555607
1000159,Long-tailed jaeger,Stercorarius longicausus,2019-10-14 10:13:25,2020-04-22 20:09:19,Working Definition,1,MedPhenotype,5556153
1000160,Red-tailed wambenger,Phascogale calura,2020-05-22 09:26:24,2020-05-23 09:26:24 UTC,In Progress,3,Procedure,5555686
1000161,Tailless tenrec,Tenrec ecaudatus,2019-11-02 08:03:31,2020-07-17 08:51:09,In Progress,3,Procedure,5556288
1000162,Red-winged hawk (unidentified),unavailable,2021-01-02 19:56:00,2021-01-03 19:56:00 UTC,In Progress,1,Vital,5555827
1000163,"Starfish, crown of thorns",Acanthaster planci,2019-12-22 00:39:43,2020-07-25 16:03:56,Validated Phenotype,3,LifeStyle_Envi,5556155
1000164,"Eagle, golden",Aquila chrysaetos,2019-10-31 03:51:04,2020-06-14 14:50:04,Validated Phenotype,1,Procedure,5555882
1000165,Red sheep,Ovis ammon,2019-10-17 01:30:48,2020-03-24 09:48:03,Working Definition,1,Vital,5555970
1000166,Black-fronted bulbul,Pycnonotus nigricans,2020-07-20 04:13:20,2020-07-21 04:13:20 UTC,Working Definition,1,Lab,5556175
1000167,"Vulture, white-rumped",Gyps bengalensis,2019-12-03 19:32:52,2019-12-04 19:32:52 UTC,In Progress,3,Procedure,5556232
1000168,"Squirrel, malabar",Ratufa indica,2021-01-14 19:42:31,2021-01-15 19:42:31 UTC,In Progress,1,Vital,5556149
1000169,"Phalarope, red",Phalaropus fulicarius,2020-04-22 00:13:18,2020-04-23 00:13:18 UTC,Validated Phenotype,1,Vital,5555840
1000170,"Kingfisher, malachite",Corythornis cristata,2020-01-15 06:27:08,2020-01-16 06:27:08 UTC,Validated Phenotype,3,LifeStyle_Envi,5555758
1000171,"Sparrow, rufous-collared",Zonotrichia capensis,2020-09-06 11:28:58,2020-09-07 11:28:58 UTC,Validated Phenotype,3,Lab,5555772
1000172,Red-breasted cockatoo,Eolophus roseicapillus,2020-03-17 13:57:27,2021-02-21 14:10:40,In Progress,3,MedPhenotype,5556175
1000173,Ostrich,Struthio camelus,2020-12-19 16:30:18,2020-12-20 16:30:18 UTC,In Progress,2,Vital,5556196
1000174,"Bee-eater, white-fronted",Merops bullockoides,2020-01-26 21:43:09,2020-09-03 03:06:08,In Progress,3,Disease,5556291
1000175,Crab-eating raccoon,Procyon cancrivorus,2020-03-27 18:12:26,2020-04-15 17:22:05,Working Definition,2,Demograpic,5556499
1000176,European shelduck,Tadorna tadorna,2020-05-23 05:56:55,2020-07-13 03:04:44,In Progress,2,Procedure,5556098
1000177,"Cormorant, great",Phalacrocorax carbo,2021-03-15 00:54:46,2021-03-16 00:54:46 UTC,Working Definition,3,Procedure,5555620
1000178,Red-tailed phascogale,Phascogale calura,2020-06-06 09:04:38,2020-06-07 09:04:38 UTC,In Progress,1,Procedure,5556419
1000179,"Porcupine, african",Hystrix cristata,2021-02-22 03:58:22,2021-02-23 03:58:22 UTC,Working Definition,2,Disease,5556397
1000180,"Hoopoe, eurasian",Upupa epops,2020-11-05 10:58:54,2020-11-06 10:58:54 UTC,Validated Phenotype,2,LifeStyle_Envi,5555766
1000181,Magellanic penguin,Spheniscus magellanicus,2021-02-08 07:47:12,2021-02-09 07:47:12 UTC,Working Definition,2,Vital,5556492
1000182,Greater kudu,Tragelaphus strepsiceros,2019-10-20 01:59:30,2020-01-05 16:16:06,In Progress,1,Disease,5555721
1000183,"White-eye, pale",Zosterops pallidus,2019-09-29 00:20:56,2020-08-31 10:01:17,In Progress,2,Demograpic,5556513
1000184,"Pintail, bahama",Anas bahamensis,2020-08-01 03:16:07,2020-10-12 02:58:44,Working Definition,1,Procedure,5555804
1000185,Common rhea,Rhea americana,2021-02-13 06:38:30,2021-03-03 22:15:52,In Progress,1,Vital,5556122
1000186,Anaconda (unidentified),Eunectes sp.,2021-03-23 08:52:49,2021-03-24 08:52:49 UTC,In Progress,3,Demograpic,5555907
1000187,"Macaw, red and blue",Ara chloroptera,2020-03-10 19:55:28,2021-04-10 05:46:14,Validated Phenotype,2,Lab,5556047
1000188,"Stork, painted",Mycteria leucocephala,2021-02-13 05:16:28,2021-02-14 05:16:28 UTC,Validated Phenotype,3,Lab,5555699
1000189,Long-crested hawk eagle,Lophoaetus occipitalis,2019-10-25 12:32:04,2020-01-04 07:02:13,In Progress,3,Procedure,5556273
1000190,Puma,Felis concolor,2020-12-14 22:02:35,2020-12-15 22:02:35 UTC,Working Definition,2,Demograpic,5556314
1000191,Black-backed jackal,Canis mesomelas,2019-11-21 05:29:13,2020-07-31 03:42:53,Validated Phenotype,1,Lab,5556058
1000192,Painted stork,Mycteria leucocephala,2020-11-22 00:26:10,2020-11-23 00:26:10 UTC,Validated Phenotype,1,MedPhenotype,5555890
1000193,Barking gecko,Phylurus milli,2020-04-19 20:04:01,2020-05-08 02:43:07,In Progress,2,Demograpic,5556294
1000194,"Duck, white-faced whistling",Dendrocygna viduata,2021-01-10 04:45:34,2021-01-11 04:45:34 UTC,In Progress,3,Disease,5556177
1000195,Australian pelican,Pelecanus conspicillatus,2020-10-04 03:20:02,2020-10-05 03:20:02 UTC,In Progress,2,Procedure,5555654
1000196,"Goose, snow",Anser caerulescens,2020-01-25 06:01:55,2021-03-10 02:16:25,In Progress,3,MedPhenotype,5555818
1000197,"Eagle, pallas's fish",Haliaeetus leucoryphus,2020-01-30 15:55:41,2020-11-06 00:51:09,Working Definition,1,Lab,5556420
