AuthorID;PhenotypeID
10121;1000036
10973;1000226
10492;1000282
10312;1000927
10830;1000427
10977;1000248
10020;1000472
10094;1000769
10577;1000012
10454;1000171
10147;1000116
10477;1000591
10478;1000085
10830;1000728
10157;1000161
10658;1000391
10517;1000792
10394;1000787
10843;1000791
10635;1000787
10242;1000454
10254;1000873
10253;1000868
10087;1000910
10395;1000557
10231;1000822
10600;1000372
10543;1000410
10680;1000436
10549;1000655
10616;1000998
10756;1000861
10197;1000510
10916;1000415
10636;1000415
10737;1000659
10102;1000858
10545;1000992
10340;1000968
10260;1000959
10047;1000346
10296;1000921
10814;1000377
10814;1000247
10268;1000196
10483;1000948
10674;1000243
10496;1000472
10190;1000445
10703;1000321
10883;1000005
10931;1000368
10228;1000359
10913;1000843
10350;1000764
10553;1000715
10800;1000047
10730;1000595
10268;1000758
10833;1000124
10028;1000452
10345;1000612
10647;1000422
10011;1000586
10288;1000788
10728;1000629
10242;1000155
10786;1000441
10425;1000290
10773;1000173
10978;1000137
10605;1000656
10439;1000768
10835;1000325
10466;1000842
10419;1000721
10528;1000958
10760;1000108
10698;1000286
10330;1000888
10104;1000275
10219;1000723
10876;1000164
10636;1000616
10959;1000757
10229;1000936
10218;1000463
10038;1000557
10658;1000780
10680;1000903
10639;1000198
10229;1000626
10201;1000261
10012;1000810
10081;1000248
10553;1000969
10876;1000418
10270;1000781
10332;1000005
10294;1000798
10713;1000648
10452;1000037
10859;1000685
10804;1000914
10168;1000166
10468;1000963
10508;1000104
10043;1000384
10883;1000368
10759;1000584
10621;1000709
10752;1000209
10390;1000553
10302;1000790
10764;1000632
10680;1000727
10486;1000286
10669;1000189
10486;1000800
10940;1000130
10164;1000195
10924;1000026
10868;1000781
10522;1000553
10279;1000324
10469;1000546
10925;1000070
10247;1000276
10003;1000175
10963;1000002
10641;1000460
10895;1000951
10342;1000602
10681;1000973
10342;1000814
10508;1000208
10207;1000210
10118;1000597
10054;1000191
10152;1000654
10811;1000201
10626;1000044
10786;1000479
10441;1000508
10191;1000356
10319;1000778
10545;1000918
10580;1000887
10001;1000543
10665;1000793
10077;1000534
10933;1000101
10328;1000650
10525;1000671
10236;1000629
10937;1000557
10411;1000354
10813;1000243
10481;1000091
10673;1000446
10337;1000213
10825;1000610
10906;1000346
10454;1000666
10575;1000537
10748;1000198
10274;1000678
10173;1000707
10587;1000431
10585;1000363
10251;1000316
10342;1000196
10192;1000719
10805;1000612
10736;1000329
10831;1000068
10769;1000993
10651;1000326
10680;1000079
10282;1000014
10294;1000324
10280;1000436
10954;1000789
10613;1000237
10757;1000698
10916;1000559
10698;1000415
10260;1000897
10198;1000544
10647;1000752
10506;1000073
10015;1000743
10325;1000213
10835;1000657
10266;1000549
10223;1000620
10774;1000191
10532;1000332
10583;1000185
10089;1000151
10591;1000716
10405;1000545
10530;1000440
10186;1000680
10891;1000661
10838;1000282
10461;1000066
10553;1000488
10411;1000764
10277;1000514
10274;1000257
10053;1000628
10088;1000478
10481;1000326
10514;1000934
10102;1000225
10123;1000201
10348;1000293
10001;1000187
10542;1000058
10109;1000134
10944;1000095
10030;1000097
10927;1000117
10271;1000521
10221;1000108
10762;1000939
10954;1000685
10451;1000919
10912;1000477
10669;1000436
10022;1000043
10334;1000643
10811;1000586
10017;1000598
10749;1000048
10644;1000290
10002;1000790
10827;1000187
10066;1000434
10707;1000811
10015;1000654
10931;1000432
10839;1000618
10589;1000011
10752;1000905
10538;1000048
10317;1000425
10225;1000122
10083;1000939
10938;1000987
10881;1000107
10618;1000197
10584;1000503
10448;1000820
10456;1000066
10416;1000888
10707;1000502
10574;1000284
10505;1000703
10024;1000952
10549;1000880
10928;1000749
10352;1000655
10983;1000840
10216;1000476
10700;1000081
10517;1000326
10486;1000766
10982;1000364
10116;1000010
10903;1000502
10510;1000591
10950;1000518
11000;1000634
10908;1000273
10013;1000260
10108;1000422
10026;1000559
10803;1000177
10630;1000655
10947;1000316
10515;1000781
10876;1000392
10468;1000733
10970;1000554
10795;1000987
10449;1000374
10063;1000394
10112;1000236
10456;1000135
10647;1000845
10714;1000698
10349;1000081
10904;1000762
10669;1000178
10893;1000449
10208;1000779
10758;1000187
10592;1000235
10590;1000292
10848;1000169
10257;1000177
10011;1000561
10449;1000220
10374;1000793
11000;1000837
10790;1000025
10625;1000560
10289;1000335
10391;1000294
10940;1000525
10784;1000036
10878;1000772
10317;1000523
10998;1000355
10304;1000157
10097;1000124
10818;1000229
10109;1000007
10547;1000665
10002;1000999
10658;1000758
10433;1000390
10209;1000744
10668;1000045
10761;1000731
10537;1000381
10663;1000498
10793;1000834
10180;1000232
10628;1000061
10837;1000699
10578;1000004
10633;1000863
10080;1000042
10383;1000652
10553;1000182
10850;1000565
10784;1000175
10257;1000014
10039;1000386
10186;1000147
10178;1000658
10392;1000448
10783;1000390
10899;1000870
10033;1000042
10937;1000694
10641;1000695
10912;1000176
10457;1000452
10489;1000969
10081;1000562
10621;1000683
10659;1000781
10808;1000225
10462;1000109
10449;1000781
10602;1000118
10180;1000967
10199;1000865
10686;1000746
10459;1000694
10142;1000134
10544;1000851
10681;1000361
10796;1000059
10296;1000673
10023;1000341
10419;1000207
10964;1000232
10918;1000143
10165;1000275
10666;1000656
10009;1000303
10409;1000186
10351;1000341
10871;1000915
10104;1000214
10308;1000824
10275;1000609
10835;1000404
10831;1000859
10712;1000701
10035;1000180
10721;1000372
10576;1000121
10999;1000174
10372;1000861
10082;1000481
10107;1000922
10654;1000167
10699;1000103
10400;1000676
10894;1000801
10923;1000167
10827;1000391
10863;1000567
10763;1000986
10098;1000699
10631;1000843
10445;1000963
10495;1000667
10307;1000896
10902;1000434
10303;1000147
10374;1000465
10757;1000619
10408;1000315
10975;1000602
10891;1000614
10764;1000211
10397;1000979
10009;1000824
10027;1000154
10356;1000415
10758;1000140
10932;1000295
10112;1000213
10526;1000023
10084;1000733
10073;1000608
10333;1000672
10598;1000574
10829;1000492
10807;1000839
10422;1000460
10923;1000325
10223;1000972
10206;1000162
10803;1000033
10635;1000504
10261;1000065
10038;1000033
10608;1000327
10107;1000656
10640;1000262
10479;1000347
10955;1000475
10793;1000018
10455;1000812
10972;1000030
10597;1000757
10080;1000511
10750;1000233
10388;1000537
10934;1000174
10202;1000685
10131;1000595
10058;1000613
10949;1000070
10568;1000167
10343;1000500
10839;1000376
10784;1000082
10068;1000581
10145;1000628
10362;1000905
10755;1000503
10921;1000966
10061;1000700
10686;1000549
10801;1000287
10796;1000696
10202;1000123
10520;1000850
10954;1000034
10083;1000328
10547;1000063
10941;1000084
10968;1000522
10877;1000173
10407;1000888
10606;1000465
10904;1000451
10296;1000611
10978;1000310
10741;1000103
10428;1000957
10310;1000052
10404;1000146
10802;1000045
10338;1000650
10263;1000841
10405;1000664
10707;1000981
10276;1000261
10654;1000096
10243;1000972
10044;1000177
10916;1000526
10262;1000528
10818;1000878
10155;1000691
10191;1000776
10553;1000581
10926;1000795
10620;1000352
10218;1000197
10831;1000886
10204;1000578
10935;1000937
10177;1000133
10009;1000577
10244;1000586
10996;1000586
10413;1000880
10665;1000544
10015;1000428
10171;1000889
10968;1000766
10947;1000070
10856;1000360
10040;1000997
10298;1000864
10018;1000531
10530;1000146
10201;1000377
10313;1000800
10381;1000143
10204;1000245
10810;1000042
10577;1000859
10779;1000897
10608;1000709
10568;1000768
10215;1000084
10545;1000641
10671;1000881
10841;1000248
10081;1000744
10027;1000407
10963;1000008
10346;1000150
10209;1000394
10986;1000161
10153;1000559
10867;1000876
10300;1000482
10395;1000439
10269;1000695
10043;1000914
10640;1000774
10205;1000147
10212;1000915
10024;1000225
10566;1000622
10048;1000454
10607;1000756
10626;1000732
10721;1000493
10053;1000505
10620;1000667
10467;1000868
10037;1000695
10685;1000800
10317;1000891
10982;1000549
10409;1000084
10205;1000060
10592;1000713
10124;1000351
10154;1000864
10489;1000391
10362;1000455
10014;1000114
10615;1000763
10544;1000395
10581;1000256
10175;1000205
10389;1000626
10302;1000263
10506;1000795
10580;1000135
10969;1000699
10499;1000696
10982;1000759
10709;1000322
10780;1000811
10659;1000582
10274;1000476
10564;1000004
10561;1000276
10003;1000259
10497;1000066
10309;1000383
10992;1000277
10075;1000278
10090;1000162
10768;1000514
10794;1000645
10886;1000650
10605;1000775
10714;1000582
10338;1000197
10728;1000673
10176;1000711
10219;1000633
10612;1000818
10684;1000175
10647;1000917
10946;1000533
10140;1000229
10196;1000776
10830;1000864
10917;1000997
10081;1000219
10149;1000694
10431;1000087
10114;1000172
10794;1000322
10408;1000037
10320;1000303
10107;1000225
10450;1000206
10923;1000956
10047;1000835
10892;1000125
10688;1000406
10563;1000399
10275;1000263
10052;1000226
10574;1000738
10155;1000652
10469;1000203
10893;1000547
10118;1000016
10966;1000738
10413;1000023
10934;1000891
10184;1000534
10617;1000647
10834;1000807
10292;1000333
10479;1000858
10690;1000545
10595;1000757
10720;1000606
10920;1000723
10635;1000129
10896;1000423
10888;1000414
10962;1000438
10581;1000991
10067;1000009
10713;1000281
10052;1000419
10972;1000732
10400;1000679
10281;1000293
10030;1000444
10292;1000474
10528;1000973
10760;1000342
10578;1000223
10057;1000811
10672;1000067
10928;1000116
10470;1000943
10509;1000561
10027;1000951
10907;1000625
10189;1000964
10980;1000479
10580;1000891
10825;1000552
10437;1000099
10334;1000695
10053;1000180
10183;1000473
10315;1000118
10306;1000520
10685;1000730
10236;1000617
10804;1000130
10807;1000301
10684;1000671
10390;1000267
10691;1000126
10092;1000403
10422;1000659
10175;1000448
10334;1000673
10320;1000584
10316;1000213
10331;1000443
10948;1000638
10533;1000825
10404;1000831
10368;1000431
10834;1000376
10127;1000799
10048;1000638
10565;1000154
10525;1000581
10685;1000839
10072;1000236
10925;1000372
10033;1000834
10790;1000489
10255;1000841
10949;1000387
10821;1000757
10966;1000060
10031;1000496
10556;1000243
10206;1000792
10945;1000950
10207;1000283
10550;1000266
10159;1000342
10767;1000966
10103;1000841
10065;1000019
10614;1000120
10916;1000490
10483;1000629
10685;1000940
10972;1000373
10704;1000246
10560;1000180
10321;1000038
10119;1000623
10699;1000839
10422;1000477
10012;1000551
10989;1000246
10796;1000847
10079;1000452
10737;1000373
10073;1000107
10810;1000970
10479;1000430
10712;1000702
10407;1000075
10467;1000459
10476;1000776
10252;1000956
10931;1000854
10437;1000468
10533;1000173
10575;1000072
10270;1000499
10195;1000683
10359;1000403
10977;1000628
10165;1000522
10287;1000642
10856;1000702
10456;1000670
10025;1000366
10987;1000321
10282;1000338
10008;1000628
10690;1000917
10248;1000768
10006;1000192
10025;1000756
10738;1000497
10808;1000271
10064;1000856
10526;1000694
10739;1000129
10215;1000076
10252;1000081
10573;1000756
10930;1000047
10741;1000532
10168;1000352
10561;1000286
10922;1000754
10456;1000954
10608;1000251
10294;1000427
10008;1000620
10515;1000219
10863;1000757
10732;1000537
10636;1000546
10538;1000411
10275;1000689
10565;1000896
10069;1000513
10934;1000472
10902;1000093
10819;1000131
10971;1000600
10800;1000162
10350;1000126
10518;1000510
10101;1000406
10134;1000246
10305;1000055
10002;1000976
10967;1000278
10702;1000202
10021;1000762
10598;1000600
10595;1000486
10582;1000924
10485;1000210
10357;1000668
10042;1000228
10918;1000994
10415;1000225
10600;1000269
10048;1000885
10883;1000613
10519;1000293
10842;1000102
10365;1000228
10598;1000830
10641;1000297
10692;1000951
10318;1000111
10725;1000453
10794;1000413
10493;1000440
10149;1000639
10258;1000147
10508;1000682
10979;1000643
10774;1000322
10498;1000707
